"MAJOR1","STUID","SCICAREER","SCIENCE_SELF_EFFICACY","SCIENCE_IDENTITY","ACADEMIC_SELFCONCEPT","HABITS_OF_MIND","MAJORGPA","GOAL19","GOAL11","GOAL04","RESEARCH","HPW17","HPW29","HPW28","HPW09","HPW04","HPW24","HPW06","HPW27","HPW02","major","SCIENCE_SELF_EFFICACY_z","SCIENCE_IDENTITY_z","ACADEMIC_SELFCONCEPT_z","HABITS_OF_MIND_z"
121,"A13380524",5,62.06,60.27,59.02,57.91,7,2,2,4,1,5,4,6,3,3,4,3,1,3,"Health Professions",0.868146309206755,0.955450699013825,0.899316942441837,0.572709581121403
562,"A13357501",4,51.75,62.59,51.9,59.47,6,3,3,2,1,6,2,4,3,3,1,6,1,3,"Physical Science",0.0487148640008097,1.16241658321755,0.0907627867808376,0.753223963535998
663,"A13730978",3,70.93,60.05,52.39,53.1,7,4,3,3,2,2,3,4,7,3,4,2,7,2,"Biological & Life Sciences",1.57312758165843,0.93582462378761,0.146407665470991,0.0161235686764037
115,"A13346698",2,57.04,64.91,49.95,50.31,5,3,3,3,1,4,2,7,8,4,5,4,7,2,"Health Professions",0.469160290299495,1.36938246742128,-0.130681118210587,-0.306719461411237
115,"A13357761",2,70.93,61.1,56.9,53.92,8,2,4,4,1,4,1,7,3,1,4,2,4,2,"Health Professions",1.57312758165843,1.02949452827637,0.658567671374236,0.111009333791768
663,"A13731420",4,54.08,64.66,59.97,39.95,6,3,3,3,2,6,2,2,5,1,6,2,3,4,"Biological & Life Sciences",0.233901601860155,1.34708010920967,1.00719987051458,-1.50552010360047
664,"A13756848",4,44.62,59.5,62.01,66.43,7,2,2,2,1,5,4,2,3,1,3,4,1,1,"Biological & Life Sciences",-0.517972449706115,0.886759435722071,1.23886426342869,1.55859582353958
115,"YI16139",4,53.78,48.6,54.18,60.74,7,2,3,1,1,5,4,4,4,4,4,1,5,3,"Health Professions",0.210057815869682,-0.0856233823040672,0.349681814155428,0.900181185117111
115,"TF54010",5,48.63,52.52,49.95,41.68,6,2,2,2,1,5,2,3,3,2,4,1,4,1,"Health Professions",-0.199260510300116,0.264077594453957,-0.130681118210587,-1.30533428207659
115,"PE45139",5,48.33,53.84,40.67,43.97,3,2,4,2,4,6,5,6,6,1,5,4,1,1,"Health Professions",-0.22310429629059,0.381834045811251,-1.18452698401594,-1.04034842583978
115,"PL92693",4,63.37,63.52,54.18,66.43,4,2,2,3,1,4,3,5,5,2,3,4,3,4,"Health Professions",0.97226417469849,1.24538135576474,0.349681814155428,1.55859582353958
115,"eh42454",2,55.65,59.5,64.45,47.75,8,2,4,1,1,5,4,4,4,4,5,2,1,4,"Health Professions",0.358684081876967,0.886759435722071,1.51595304711027,-0.602948191527495
663,"KB74293",2,33.47,48.46,46.24,45.23,6,2,3,2,1,4,1,4,5,1,4,1,1,1,"Biological & Life Sciences",-1.40416649568539,-0.0981127029025681,-0.551992342578889,-0.894548347735686
121,"AC45817",4,51.54,64.66,52.39,49.3,8,2,3,3,6,7,5,4,3,5,3,5,1,2,"Health Professions",0.032024213807478,1.34708010920967,0.146407665470991,-0.423590952589917
115,"KM50095",5,51.95,62.95,61.34,60.82,8,1,4,2,4,6,5,8,7,6,3,2,1,1,"Health Professions",0.0646107213277923,1.19453197904227,1.16277840889317,0.909438332933244
115,"PF70018",3,70.93,56.77,42.11,58.75,5,1,4,2,6,4,1,3,3,1,5,1,2,1,"Health Professions",1.57312758165843,0.643217684051304,-1.02099917725304,0.669909633190801
115,"",2,66.22,54.89,68.3,60.82,8,2,4,3,5,8,4,6,1,3,4,4,5,2,"Health Professions",1.19878014160799,0.475503950300007,1.95316280824719,0.909438332933244
115,"QM46292",5,55.65,62.59,31.51,47.46,4,4,3,2,1,5,2,3,5,2,6,3,1,3,"Health Professions",0.358684081876967,1.16241658321755,-2.22474553259104,-0.636505352360977
115,"VU79210",5,53.8,70.79,43.05,49.85,6,3,3,3,4,5,2,4,5,7,5,3,5,2,"Health Professions",0.21164740160238,1.89393393255832,-0.914251858949478,-0.359948061354002
115,"EF80651",5,70.93,70.79,43.85,39.95,5,4,4,2,1,5,4,4,4,4,4,2,1,3,"Health Professions",1.57312758165843,1.89393393255832,-0.823403077414534,-1.50552010360047
453,"OE97418",5,54.83,59.5,57.26,46.3,7,2,2,1,3,4,3,4,4,5,4,5,1,3,"Math & Computer Science",0.293511066836339,0.886759435722071,0.699449623064961,-0.770733995694907
453,"FR57332",5,54.95,70.79,65.28,44.22,6,2,2,3,5,5,3,8,5,2,8,4,1,1,"Math & Computer Science",0.303048581232529,1.89393393255832,1.61020865795277,-1.01141983891437
115,"NU01217",2,30.42,49.06,35.51,38.3,7,2,4,1,2,6,6,4,5,3,4,1,1,2,"Health Professions",-1.64657831992187,-0.0445870431947072,-1.77050162491632,-1.69644877730821
115,"DR65050",3,45.87,66.29,46.68,51.65,8,3,4,3,6,6,4,7,7,2,5,2,3,3,"Health Professions",-0.418623341412474,1.49249148474936,-0.502025512734671,-0.151662235491008
453,"xk87052",5,70.93,70.79,56.38,44.46,6,4,4,4,5,5,4,7,4,4,5,5,5,3,"Math & Computer Science",1.57312758165843,1.89393393255832,0.599515963376523,-0.983648395465967
445,"TF53978",5,70.93,70.79,68.3,62.75,7,4,3,4,6,8,5,7,6,5,5,2,5,2,"Math & Computer Science",1.57312758165843,1.89393393255832,1.95316280824719,1.13276702399745
453,"SF21010",4,51.58,56.82,61.34,66.43,7,2,2,4,3,8,6,6,6,5,5,3,8,4,"Math & Computer Science",0.0352033852728745,0.647678155693626,1.16277840889317,1.55859582353958
447,"JU40778",3,54.9,56.82,68.3,39.95,8,2,2,2,5,5,5,4,4,3,5,4,3,2,"Math & Computer Science",0.299074616900783,0.647678155693626,1.95316280824719,-1.50552010360047
663,"IH58051",2,58.24,51.65,55.39,50.86,7,1,1,2,1,5,2,6,1,5,8,5,1,2,"Biological & Life Sciences",0.56453543426139,0.186465387877558,0.48709059622703,-0.243076570175322
453,"BD32574",5,55.65,59.5,61.34,45.86,8,3,2,2,3,8,7,5,4,3,4,5,5,1,"Math & Computer Science",0.358684081876967,0.886759435722071,1.16277840889317,-0.821648308683639
445,"GB59574",5,56.01,70.79,64.45,56.36,8,3,1,2,1,5,5,5,7,3,3,8,5,2,"Math & Computer Science",0.387296625065536,1.89393393255832,1.51595304711027,0.393352342183826
665,"mv12932",5,60.72,57.53,65.28,51.86,8,2,3,3,1,4,2,4,3,1,5,2,2,3,"Biological & Life Sciences",0.761644065115972,0.711016853014595,1.61020865795277,-0.127362222473659
115,"OG11336",5,64.32,70.79,64.29,57.56,7,2,2,3,5,5,4,7,8,6,6,4,6,5,"Health Professions",1.04776949700166,1.89393393255832,1.49778329080328,0.532209559425822
771,"NF25976",5,58.21,64.91,68.3,54.26,8,4,3,4,6,5,3,4,4,5,4,5,7,3,"Engineering",0.562151055662343,1.36938246742128,1.95316280824719,0.150352212010333
115,"BS75178",5,64.27,51.27,56.9,62.07,5,2,4,3,3,4,2,4,6,5,3,4,3,2,"Health Professions",1.04379553266991,0.152565803395914,0.658567671374236,1.05408126756032
447,"FP04574",2,44.62,49.26,48.62,52.79,6,2,3,3,1,7,4,6,3,2,3,3,1,1,"Math & Computer Science",-0.517972449706115,-0.0267451566254206,-0.281717217512432,-0.0197478791111122
115,"UO54091",4,55.65,59.5,43.05,39.95,4,4,4,2,4,8,5,5,8,4,3,6,3,3,"Health Professions",0.358684081876967,0.886759435722071,-0.914251858949478,-1.50552010360047
115,"ua23254",3,41.15,57.66,48.12,48.96,5,3,3,2,5,5,2,3,5,2,4,1,1,3,"Health Professions",-0.79376557432926,0.722614079284631,-0.338497705971772,-0.462933830808482
115,"QX20770",3,29.33,61.67,49.33,51.86,6,3,3,3,3,6,4,5,5,3,6,2,1,1,"Health Professions",-1.73321074235392,1.08034390499883,-0.201088923900169,-0.127362222473659
115,"RR27939",2,55.65,53.69,50.09,50.1,6,1,4,4,1,5,4,5,6,5,5,4,1,2,"Health Professions",0.358684081876967,0.368452630884285,-0.114782581441972,-0.331019474428586
556,"YL63531",4,52.84,59.5,46.2,51.21,7,3,3,3,1,6,6,7,6,4,3,4,1,3,"Physical Science",0.135347286432864,0.886759435722071,-0.556534781655637,-0.20257654847974
115,"RQ69655",5,45.57,58.72,40.67,48.87,6,3,4,2,1,7,6,5,5,3,4,3,4,2,"Health Professions",-0.442467127402948,0.817176078101852,-1.18452698401594,-0.473348122101632
663,"HX53172",2,50.97,57.91,59.31,53.88,6,2,4,2,1,5,4,5,3,2,5,3,5,3,"Biological & Life Sciences",-0.013278979574422,0.744916437496239,0.932249625748255,0.106380759883701
663,"Br86693",2,55.65,52.52,52.39,49.3,8,1,2,2,1,4,3,5,2,4,3,4,1,1,"Biological & Life Sciences",0.358684081876967,0.264077594453957,0.146407665470991,-0.423590952589917
115,"KQ60290",4,47.77,59.5,40.67,44.6,4,2,3,2,1,8,5,5,7,5,4,3,1,3,"Health Professions",-0.267612696806141,0.886759435722071,-1.18452698401594,-0.967448386787734
115,"KZ72178",2,45.45,57.91,36.33,49.65,8,2,3,2,4,8,3,4,8,2,5,4,6,4,"Health Professions",-0.452004641799137,0.744916437496239,-1.67738162384301,-0.383090930894335
117,"MP27973",4,57.22,70.79,48,59.56,8,3,4,3,2,5,2,5,8,4,3,4,7,5,"Health Professions",0.48346656189378,1.89393393255832,-0.352125023202013,0.763638254829148
115,"GJ48654",3,28.96,52.52,64.29,33.79,8,2,2,2,3,8,1,4,8,1,8,2,1,3,"Health Professions",-1.76261807840884,0.264077594453957,1.49778329080328,-2.21832048544271
115,"OG99770",4,55.65,59.5,38.97,66.43,7,2,4,2,6,8,5,5,4,5,6,5,5,3,"Health Professions",0.358684081876967,0.886759435722071,-1.37758064477769,1.55859582353958
115,"BW06693",1,52.88,54.43,36.33,66.43,3,2,3,4,1,4,3,8,8,2,4,1,1,2,"Health Professions",0.138526457898261,0.434467611190647,-1.67738162384301,1.55859582353958
115,"OV25538",5,55.88,62.93,51.7,53.67,8,3,4,3,6,5,4,6,5,4,4,3,5,3,"Health Professions",0.376964317802997,1.19274779038534,0.0680505913971021,0.0820807468663518
663,"TF63697",1,48.15,53.25,50.01,40.31,7,1,3,2,1,5,1,3,2,3,4,1,1,3,"Biological & Life Sciences",-0.237410567884874,0.329200480431854,-0.123867459595467,-1.46386293842787
663,"QH75770",2,48.95,50.53,48.68,42.88,7,1,2,2,1,6,1,6,3,5,5,1,1,1,"Biological & Life Sciences",-0.173827138576944,0.0865508230895517,-0.274903558897311,-1.16647706483459
445,"AJ76098",5,58.21,66.29,50.09,47.46,5,3,3,2,1,7,7,4,6,3,6,3,1,3,"Math & Computer Science",0.562151055662343,1.49249148474936,-0.114782581441972,-0.636505352360977
115,"QU44299",5,70.93,70.79,58.76,58.15,8,3,4,3,6,6,3,3,3,4,4,5,1,2,"Health Professions",1.57312758165843,1.89393393255832,0.869791088442981,0.600481024569803
663,"YS70099",2,57.76,56.13,54.44,54.04,8,2,3,3,1,4,2,8,8,4,8,4,6,2,"Biological & Life Sciences",0.526385376676632,0.586123647029586,0.379207668154284,0.124895055515967
123,"HY99694",4,49.76,54.24,36.68,62.07,4,3,3,3,2,5,2,6,2,2,5,1,1,3,"Health Professions",-0.109448916402666,0.417517818949824,-1.63763528192147,1.05408126756032
115,"YF28171",4,54.12,60.05,54.18,52.04,7,3,4,3,2,4,4,6,5,3,5,5,4,3,"Health Professions",0.237080773325551,0.93582462378761,0.349681814155428,-0.10653363988736
663,"PQ05611",1,70.93,52.69,46.21,44.46,7,1,3,2,1,5,4,6,5,1,5,2,1,3,"Biological & Life Sciences",1.57312758165843,0.27924319803785,-0.55539917188645,-0.983648395465967
115,"VQ41372",5,58.89,70.79,61.94,66.43,8,4,3,3,4,5,2,4,3,3,5,5,1,3,"Health Professions",0.616196970574083,1.89393393255832,1.23091499504438,1.55859582353958
115,"LS95378",5,44.62,59.5,38.97,53.16,7,3,3,3,3,7,6,7,5,5,5,5,5,4,"Health Professions",-0.517972449706115,0.886759435722071,-1.37758064477769,0.0230664295385029
115,"UL07338",2,70.93,70.79,49.95,66.43,7,3,3,4,6,8,1,4,7,5,7,4,4,5,"Health Professions",1.57312758165843,1.89393393255832,-0.130681118210587,1.55859582353958
664,"SU08334",3,45.57,33.36,48.68,44.65,8,1,2,2,1,4,3,3,4,2,5,3,6,3,"Biological & Life Sciences",-0.442467127402948,-1.44517513888373,-0.274903558897311,-0.961662669402651
562,"GN92096",1,19.27,38.46,52.18,58.08,8,1,3,2,1,5,4,4,6,4,5,5,1,6,"Physical Science",-2.53277236590114,-0.990207031366915,0.122559860318068,0.592381020230686
447,"EX12615",5,70.93,57.47,50.09,62.75,8,3,2,4,3,5,3,5,4,5,4,6,4,1,"Math & Computer Science",1.57312758165843,0.705664287043808,-0.114782581441972,1.13276702399745
556,"VN03374",4,58.62,55.16,49.95,60.82,8,3,4,3,1,5,4,5,5,1,6,8,6,6,"Physical Science",0.594737563182656,0.499590497168544,-0.130681118210587,0.909438332933244
115,"KV64658",4,55.65,61.67,38.97,39.95,2,2,2,2,1,6,3,3,5,2,3,2,1,2,"Health Professions",0.358684081876967,1.08034390499883,-1.37758064477769,-1.50552010360047
453,"PT09019",5,44.83,60.27,52.39,45.59,5,4,2,3,5,5,3,4,4,3,5,2,4,3,"Math & Computer Science",-0.501281799512783,0.955450699013825,0.146407665470991,-0.852891182563087
115,"BW85979",2,52.71,53.75,64.29,62.75,8,4,4,2,1,7,7,8,6,1,8,1,1,1,"Health Professions",0.125014979170325,0.373805196855071,1.49778329080328,1.13276702399745
120,"TP75653",5,56.67,60.27,46.64,51.92,6,4,2,3,1,6,5,4,7,4,5,5,1,3,"Health Professions",0.439752954244578,0.955450699013825,-0.506567951811418,-0.120419361611559
123,"AX59773",5,48.75,59.5,59.31,41.21,8,3,3,1,5,4,2,6,7,1,8,4,6,1,"Health Professions",-0.189722995903927,0.886759435722071,0.932249625748255,-1.35972002549637
115,"FL35898",4,65.88,66.29,54.18,48.96,7,3,3,3,3,7,3,4,2,3,7,4,4,3,"Health Professions",1.17175718415212,1.49249148474936,0.349681814155428,-0.462933830808482
115,"Cr04975",5,70.93,70.79,48.6,52.31,6,2,3,3,2,5,5,6,6,5,5,4,1,7,"Health Professions",1.57312758165843,1.89393393255832,-0.283988437050805,-0.0752907660079102
453,"KY27573",2,36.54,58.91,42.83,57.25,7,2,3,4,3,7,7,6,4,3,4,4,6,2,"Math & Computer Science",-1.16016508571621,0.834125870342674,-0.939235273871588,0.496338111638306
115,"UB53258",4,53.77,59.5,56.02,48.66,8,3,2,3,1,5,3,4,1,3,5,2,1,2,"Health Professions",0.209263023003333,0.886759435722071,0.558634011685798,-0.497648135118982
556,"os49055",1,48.66,33.36,40.67,54.43,7,1,4,3,1,5,3,5,5,4,7,3,1,1,"Physical Science",-0.196876131701069,-1.44517513888373,-1.18452698401594,0.170023651119616
115,"JF14453",3,55.65,55.16,57.26,41.7,8,2,2,3,2,7,5,4,4,3,4,2,3,3,"Health Professions",0.358684081876967,0.499590497168544,0.699449623064961,-1.30301999512256
556,"BU30499",1,21.4,33.36,49.33,47.38,8,1,4,2,1,5,4,5,4,2,6,4,1,1,"Physical Science",-2.36348148536878,-1.44517513888373,-0.201088923900169,-0.64576250017711
453,"UZ60657",5,44.62,59.5,59.31,39.95,5,2,2,2,5,5,4,4,3,3,2,4,4,3,"Math & Computer Science",-0.517972449706115,0.886759435722071,0.932249625748255,-1.50552010360047
115,"pr35532",3,51.54,58.78,48.17,45.06,7,2,3,1,1,4,2,4,6,1,5,2,1,2,"Health Professions",0.032024213807478,0.822528644072638,-0.332819657125838,-0.914219786844969
453,"DW67377",5,59.45,70.79,64.45,57.72,8,3,4,3,6,7,5,5,4,1,1,4,5,3,"Math & Computer Science",0.660705371089634,1.89393393255832,1.51595304711027,0.550723855058088
445,"WF55690",2,65.63,54.89,64.29,59.19,8,3,1,3,1,6,6,6,4,2,5,3,1,3,"Math & Computer Science",1.15188736249339,0.475503950300007,1.49778329080328,0.720823946179532
115,"YU21816",5,70.93,66.29,57.93,58.1,8,4,4,3,1,6,3,3,3,1,5,4,1,4,"Health Professions",1.57312758165843,1.49249148474936,0.775535477600477,0.59469530718472
115,"yy95458",4,55.65,59.5,49.95,56.8,5,3,3,3,1,6,4,4,4,5,4,1,5,2,"Health Professions",0.358684081876967,0.886759435722071,-0.130681118210587,0.444266655172557
115,"DX29332",2,62.06,64.66,58.46,45.22,7,2,4,3,2,6,3,4,4,1,5,2,4,2,"Health Professions",0.868146309206755,1.34708010920967,0.835722795367377,-0.895705491212703
115,"RT83057",4,45.83,57.11,49.95,49.93,3,3,3,3,4,5,5,5,5,2,2,4,4,4,"Health Professions",-0.421802512877871,0.673548891219092,-0.130681118210587,-0.350690913537869
663,"TB02216",5,54.5,60.05,65.28,57.72,8,3,2,2,1,4,3,7,4,2,4,4,1,2,"Biological & Life Sciences",0.267282902246818,0.93582462378761,1.61020865795277,0.550723855058088
115,"SI30292",3,56.21,58.68,49.95,51.16,4,2,4,3,2,7,5,7,6,4,5,5,6,3,"Health Professions",0.403192482392518,0.813607700787994,-0.130681118210587,-0.208362265864824
453,"NZ45812",4,59.23,59.5,44.64,45.23,7,2,3,1,1,6,4,3,6,3,3,3,4,2,"Math & Computer Science",0.643219928029954,0.886759435722071,-0.733689905648777,-0.894548347735686
115,"JG98851",3,61.78,62.59,38.18,46.42,6,2,2,3,1,5,4,4,4,4,3,3,5,4,"Health Professions",0.84589210894898,1.16241658321755,-1.46729381654345,-0.756848273970707
115,"AD29817",2,44.98,55.16,51.7,53.16,7,2,4,2,6,7,7,8,4,2,3,2,1,2,"Health Professions",-0.489359906517546,0.499590497168544,0.0680505913971021,0.0230664295385029
115,"KK85658",5,50.97,53.77,46.21,39.95,6,1,3,3,5,7,2,5,5,3,4,3,6,2,"Health Professions",-0.013278979574422,0.375589385512,-0.55539917188645,-1.50552010360047
115,"SP43891",5,59.64,64.91,40.67,42.04,5,3,2,1,5,4,1,5,2,1,4,2,1,1,"Health Professions",0.675806435550267,1.36938246742128,-1.18452698401594,-1.26367711690399
663,"RQ59374",2,38.66,39.72,48.68,42.63,6,1,3,2,1,4,1,5,4,2,4,5,1,2,"Biological & Life Sciences",-0.991668998050192,-0.877803145980407,-0.274903558897311,-1.19540565176001
562,"900150124",3,55.65,53.25,52.39,53.67,8,3,4,3,3,6,3,7,7,6,6,4,7,5,"Physical Science",0.358684081876967,0.329200480431854,0.146407665470991,0.0820807468663518
115,"900074515",3,70.93,70.79,49.26,51.21,2,3,4,3,3,6,3,4,4,3,4,3,1,4,"Health Professions",1.57312758165843,1.89393393255832,-0.209038192284477,-0.20257654847974
115,"900140915",3,43.77,57.53,39.38,38.3,8,3,3,3,2,4,2,4,5,2,6,6,1,2,"Health Professions",-0.58552984334579,0.711016853014595,-1.33102064424103,-1.69644877730821
115,"900075509",3,44.62,54.12,50.44,41.91,8,2,4,2,2,4,2,5,3,1,5,3,1,2,"Health Professions",-0.517972449706115,0.406812687008252,-0.075036239520435,-1.27871998210521
560,"900063377",2,44.62,54.81,38.97,44.6,6,3,3,3,5,5,6,4,5,3,3,3,4,3,"Physical Science",-0.517972449706115,0.468367195672292,-1.37758064477769,-0.967448386787734
768,"900154295",5,53.9,66.75,49.33,56.29,3,4,4,4,4,7,4,4,5,3,4,2,6,3,"Engineering",0.219595330265871,1.53352782385872,-0.201088923900169,0.385252337844709
123,"900159150",4,55.65,59.5,51.7,66.43,5,3,3,3,6,5,5,5,6,2,6,5,1,4,"Health Professions",0.358684081876967,0.886759435722071,0.0680505913971021,1.55859582353958
115,"900067692",4,70.93,57.89,38.97,55.4,4,2,4,2,4,4,2,6,7,5,5,5,1,3,"Health Professions",1.57312758165843,0.743132248839311,-1.37758064477769,0.282266568390229
115,"900075092",4,54.54,57.97,46.21,48.22,8,2,3,2,1,5,4,5,5,1,6,3,1,1,"Health Professions",0.270462073712215,0.750269003467026,-0.55539917188645,-0.548562448107713
768,"900156170",5,70.93,70.79,40.67,66.43,4,3,3,3,5,5,1,3,4,3,3,4,6,1,"Engineering",1.57312758165843,1.89393393255832,-1.18452698401594,1.55859582353958
114,"900076067",4,55.65,61.82,51.7,55.4,8,4,4,4,5,8,4,5,7,5,5,1,5,3,"Health Professions",0.358684081876967,1.0937253199258,0.0680505913971021,0.282266568390229
115,"900076099",2,44.62,52.84,51.9,59.19,7,3,3,2,1,8,8,8,7,4,5,3,4,6,"Health Professions",-0.517972449706115,0.292624612964816,0.0907627867808376,0.720823946179532
768,"900074458",2,45.57,56.89,54.18,53.38,6,3,3,3,1,8,8,6,8,8,7,7,7,8,"Engineering",-0.442467127402948,0.653922815992876,0.349681814155428,0.0485235860328695
115,"900075102",1,40.87,47.91,48.83,39.38,7,1,3,3,1,5,1,5,6,4,8,4,1,2,"Health Professions",-0.816019774587036,-0.147177890968108,-0.257869412359509,-1.57147728179042
115,"900155002",5,70.93,70.79,52.39,55.35,7,2,4,2,6,5,4,3,4,3,4,4,5,2,"Health Professions",1.57312758165843,1.89393393255832,0.146407665470991,0.276480851005146
115,"900162495",2,44.62,59.5,50.09,38.3,7,3,3,3,5,6,1,5,6,1,4,1,5,1,"Health Professions",-0.517972449706115,0.886759435722071,-0.114782581441972,-1.69644877730821
115,"900072749",4,44.62,52.52,38.97,48.48,4,3,3,3,2,8,8,5,6,3,4,2,4,3,"Health Professions",-0.517972449706115,0.264077594453957,-1.37758064477769,-0.518476717705281
772,"900074840",5,70.93,70.79,61.94,66.43,8,4,4,4,1,5,4,8,8,3,8,5,1,8,"Engineering",1.57312758165843,1.89393393255832,1.23091499504438,1.55859582353958
768,"900154943",3,51.75,70.79,50.09,44.06,7,3,4,2,2,8,4,5,3,4,4,3,7,3,"Engineering",0.0487148640008097,1.89393393255832,-0.114782581441972,-1.02993413454663
115,"900158424",4,56.49,59.5,56.38,55.7,8,4,4,2,6,6,2,4,2,2,4,6,7,4,"Health Professions",0.425446682650294,0.886759435722071,0.599515963376523,0.316980872700728
115,"900155434",5,58.41,70.79,49.95,57.57,7,4,3,4,6,6,2,5,5,4,6,1,6,3,"Health Professions",0.578046912989325,1.89393393255832,-0.130681118210587,0.533366702902838
562,"900065676",2,44.62,49.06,24.96,59.3,8,3,2,3,1,4,4,4,4,4,4,4,4,4,"Physical Science",-0.517972449706115,-0.0445870431947072,-2.96856993140839,0.733552524426715
115,"900061627",3,52.24,61.67,52.39,49.18,2,3,4,3,4,7,5,8,3,3,4,2,1,2,"Health Professions",0.0876597144519168,1.08034390499883,0.146407665470991,-0.437476674314117
115,"900051846",4,55.65,61.84,59.55,44.79,2,3,4,2,1,5,5,4,7,1,8,2,6,1,"Health Professions",0.358684081876967,1.09550950858273,0.959504260208737,-0.945462660724418
768,"900069877",5,44.62,52.52,38.97,39.21,6,2,4,3,1,5,4,5,5,3,4,2,1,1,"Engineering",-0.517972449706115,0.264077594453957,-1.37758064477769,-1.5911487208997
115,"900154329",3,50.44,53.51,48.83,42.36,6,2,4,2,1,7,7,5,6,3,4,3,4,3,"Health Professions",-0.0554030014909255,0.352394932971927,-0.257869412359509,-1.22664852563946
447,"30316115",2,55.65,58.91,49.95,56.29,7,2,3,3,1,8,6,3,3,2,3,4,2,5,"Math & Computer Science",0.358684081876967,0.834125870342674,-0.130681118210587,0.385252337844709
115,"1051183",3,63.37,56.88,43.98,45.69,7,2,4,2,1,5,2,3,5,1,7,5,6,3,"Health Professions",0.97226417469849,0.653030721664411,-0.808640150415105,-0.841319747792922
115,"1050499",3,59.23,52.21,61.94,59.35,8,1,4,2,1,6,3,5,3,3,2,5,5,2,"Health Professions",0.643219928029954,0.236422670271562,1.23091499504438,0.739338241811799
115,"1053507",5,70.93,70.79,61.34,60.82,8,3,4,4,5,6,4,5,3,3,2,4,6,2,"Health Professions",1.57312758165843,1.89393393255832,1.16277840889317,0.909438332933244
115,"1049343",5,70.93,70.79,68.3,66.43,8,3,4,4,3,7,5,6,4,4,5,5,8,4,"Health Professions",1.57312758165843,1.89393393255832,1.95316280824719,1.55859582353958
115,"HBE26640",2,44.62,58.91,38.97,44.96,8,1,1,1,5,8,4,7,7,2,5,6,1,1,"Health Professions",-0.517972449706115,0.834125870342674,-1.37758064477769,-0.925791221615135
115,"MHF72273",4,63.37,70.79,61.94,53.07,8,4,2,2,1,7,3,6,3,3,3,3,5,2,"Health Professions",0.97226417469849,1.89393393255832,1.23091499504438,0.0126521382453536
115,"BAR65663",5,64.23,64.91,61.94,55.26,8,2,3,3,4,6,4,4,3,3,4,5,5,2,"Health Professions",1.04061636120451,1.36938246742128,1.23091499504438,0.266066559711996
115,"LAT39517",3,55.65,53.77,48,57.56,6,3,4,3,1,8,3,5,4,4,3,5,1,4,"Health Professions",0.358684081876967,0.375589385512,-0.352125023202013,0.532209559425822
115,"AWG73061",5,39.02,70.79,68.3,66.43,8,2,3,3,1,1,1,1,1,1,1,1,1,1,"Health Professions",-0.963056454861623,1.89393393255832,1.95316280824719,1.55859582353958
115,"AOF21616",2,45.57,46.68,47.65,62.07,5,2,2,3,1,8,7,8,6,4,5,6,1,1,"Health Professions",-0.442467127402948,-0.256905493369222,-0.391871365123551,1.05408126756032
115,"CMF85375",1,54.16,52.41,64.29,51.59,7,2,4,2,1,8,5,7,5,4,2,4,1,2,"Health Professions",0.240259944790948,0.254264556840849,1.49778329080328,-0.158605096353108
115,"KKC93061",5,51.75,61.67,43.05,55.35,5,4,4,3,1,5,3,5,6,5,6,4,7,1,"Health Professions",0.0487148640008097,1.08034390499883,-0.914251858949478,0.276480851005146
